╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
▓HдЇ░╧,й╨жa(дgжa+л╪кл),╖sе_ел▓HдЇ░╧╖sе┴╡є222л╤16з╦1~30╕╣,8.41,жэ,,,1060501,дgжa2л╪кл1иожь0,дT╝h,дн╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0790524,30.6,1,1,1,ж│,ж│,1350000,44118,,0.0,0,,RPWNMLNLNHMFFEF98CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧▓Hкў╕ЇдGмq481~510╕╣,33.59,жэ,,,1060501,дgжa1л╪кл1иожь1,е|╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1010531,221.86,4,2,2,ж│,ж│,13400000,60398,йY╣Dенн▒,29.84,0,,RPOOMLNLNHMFFEF28CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧└╪о№╕ЇдTмq148л╤50з╦61~90╕╣,46.04,жэ,,,1060501,дgжa1л╪кл1иожь1,дн╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1051025,178.68,3,2,2,ж│,ж│,10080000,57160,йY╣Dенн▒,24.2,1250000,е╗╢R╜ц┴`╗∙1008╕U(д║зtиожь╗∙┤┌125╕U)бAдgжa┤┌:565╕UбBй╨л╬┤┌:443╕UбC,RPXNMLNJOHMFFEF98CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧╖sмK╡є181~210╕╣,15.93,жэ,,,1060401,дgжa2л╪кл1иожь1,дGдQд╗╝hбAдGдQдC╝h,дTдQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√░й┐√╡м▓V╛одg│y,0880811,270.19,4,2,3,ж│,ж│,13360000,49447,йY╣Dенн▒,36.71,0,,RPVQMLLJOHMFFEF88CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧е_╖s╕Ї69л╤31~60╕╣,11.75,жэ,,,1060501,дgжa1л╪кл1иожь1,дQдK╝h,дQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840624,84.22,2,2,1,ж│,ж│,4000000,47495,йY╣Dенн▒,0.0,0,еtж│д@н╙╛ўиожь,RPQNMLQJOHMFFEF58CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧╕qдs╕Їд@мq31~60╕╣,28.81,жэ,,,1060401,дgжa1л╪кл1иожь1,дT╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040430,160.7,3,2,2,ж│,ж│,9880000,65329,йY╣Dенн▒,31.66,1450000,,RPQOMLQJOHMFFEF68CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧╕qдs╕Їд@мq31~60╕╣,28.81,жэ,,,1060401,дgжa1л╪кл1иожь1,е|╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040430,162.76,3,2,2,ж│,ж│,9140000,58658,йY╣Dенн▒,31.66,1450000,,RPTOMLQJOHMFFEF98CA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧╕qдs╕Їд@мq31~60╕╣,28.81,жэ,,,1060401,дgжa1л╪кл1иожь1,дQ╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040430,162.76,3,2,2,ж│,ж│,9180000,58963,йY╣Dенн▒,31.66,1450000,,RPWOMLQJOHMFFEF66CA
дgл░░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдgл░░╧й╛й╙╕Ї91~120╕╣,54.23,дu,,,1060401,дgжa1л╪кл1иожь2,дT╝h,дQдG╝h,╝t┐ь,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0990611,329.26,0,0,0,╡L,ж│,30880000,93786,йY╣Dенн▒,59.1,0,,RPTQMLPJOHMFFAF68CA
кO╛Ї░╧,иожь,╖sе_елкO╛Ї░╧дхд╞╕ЇдGмq91~120╕╣,0.3,жэ,,,1060501,дgжa0л╪кл0иожь1,,,ифеL,,,,23.25,0,0,0,ж│,ж│,2650000,,йY╣Dенн▒,23.25,2650000,,RPTOMLRJOHMFFAF68CA
кO╛Ї░╧,дgжa,дхд╞мq2191~2220жa╕╣,0.3,жэ,,,1060401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,ж│,120000,0,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC┼vзQдHж@6дHбC,RPRNMLKLOHMFFAF87CA
кO╛Ї░╧,дgжa,дхд╞мq2191~2220жa╕╣,0.3,жэ,,,1060401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,ж│,120000,0,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC┼vзQдHж@6дHбCе┐╜TецйЎдщ┤┴м░1060408,SPRNMLKLOHMFFAF97CA
кO╛Ї░╧,дgжa,дхд╞мq2191~2220жa╕╣,0.3,жэ,,,1060401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,ж│,120000,0,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC┼vзQдHж@6дHбCе┐╜TецйЎдщ┤┴м░1060419,TPRNMLKLOHMFFAF08CA
кO╛Ї░╧,дgжa,дхд╞мq2191~2220жa╕╣,0.3,жэ,,,1060401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,ж│,120000,0,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC┼vзQдHж@6дHбCе┐╜TецйЎдщ┤┴м░1060423,UPRNMLKLOHMFFAF18CA
кO╛Ї░╧,дgжa,дхд╞мq2191~2220жa╕╣,0.3,жэ,,,1060401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,ж│,120000,0,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC┼vзQдHж@6дHбCе┐╜TецйЎдщ┤┴м░1060421,VPRNMLKLOHMFFAF28CA
кO╛Ї░╧,дgжa,дхд╞мq2191~2220жa╕╣,0.3,жэ,,,1060401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,ж│,120000,0,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC┼vзQдHж@6дHбCе┐╜TецйЎдщ┤┴м░1060502,WPRNMLKLOHMFFAF38CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧╝s┼v╕Ї91~120╕╣,17.4,жэ,,,1060401,дgжa1л╪кл1иожь0,дG╝hбA╢зеx,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0670429,75.6,3,1,1,ж│,╡L,6620000,87566,,0.0,0,,RPTPMLQKOHMFFAF78CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкO╛Ї░╧╡╪кF╡є241~270╕╣,16.32,жэ,,,1060401,дgжa2л╪кл1иожь1,дT╝h,дGдQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1031003,197.45,3,2,2,ж│,ж│,22334000,113112,йY╣Dенн▒,0.0,2100000,,RPWPMLLMNHMFFAF68CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкO╛Ї░╧к°ж┐╕ЇдGмq61~90╕╣,27.82,жэ,,,1060401,дgжa1л╪кл1иожь1,дC╝h,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860630,186.4,4,2,2,ж│,ж│,21000000,112661,йY╣Dенн▒,38.34,0,,RPUOMLOLNHMFFAF58CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧▓ўе·╕Ї2л╤1~30╕╣,17.75,жэ,,,1060401,дgжa1л╪кл1иожь0,дT╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,е[▒j┐j│y,,69.4,2,1,1,ж│,╡L,9100000,131124,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPSOMLNLNHMFFAF28CA
дgл░░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдgл░░╧ддеб╕Їе|мq165л╤1~30╕╣,32.88,жэ,,,1060501,дgжa1л╪кл1иожь1,дн╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1010306,196.48000000000002,3,2,2,ж│,ж│,19300000,104075,йY╣Dенн▒,26.41,1600000,,RPUOMLQLNHMFFAF78CA
дgл░░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдgл░░╧ддеб╕Їе|мq165л╤1~30╕╣,32.88,жэ,,,1060501,дgжa1л╪кл1иожь1,дC╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1010306,198.19,3,2,2,ж│,ж│,19500000,104663,йY╣Dенн▒,28.12,1700000,,RPVOMLQLNHMFFAF88CA
дgл░░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдgл░░╧ддеб╕Їе|мq165л╤1~30╕╣,32.88,жэ,,,1060501,дgжa1л╪кл1иожь1,дE╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1010306,196.48000000000002,3,2,2,ж│,ж│,19700000,105839,йY╣Dенн▒,26.41,1700000,,RPWOMLQLNHMFFAF98CA
дgл░░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдgл░░╧ддеб╕Їе|мq165л╤1~30╕╣,32.88,жэ,,,1060501,дgжa1л╪кл1иожь1,дQд@╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1010306,196.48000000000002,3,2,2,ж│,ж│,20100000,108779,йY╣Dенн▒,26.41,1600000,,RPXOMLQLNHMFFAF09CA
дgл░░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдgл░░╧ддеб╕Їе|мq165л╤1~30╕╣,17.68,░╙,,,1060501,дgжa1л╪кл1иожь1,дT╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040918,135.33,3,2,2,ж│,ж│,11500000,84977,д╔н░╛ў▒ё,11.39,0,,RPOPMLQLNHMFFAF28CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧дх╕t╡є181~210╕╣,14.1,жэ,,,1060401,дgжa1л╪кл1иожь0,дT╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,,75.46,2,2,1,ж│,╡L,9500000,125895,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPRNMLQLNHMFFAF38CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧▓ўе·╕Ї133л╤1~30╕╣,21.4,жэ,,,1060401,дgжa3л╪кл1иожь0,дG╝hбA╢зеx,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,,77.58,3,2,1,ж│,╡L,8500000,109564,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPTNMLOLNHMFFAF38CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкO╛Ї░╧дхд╞╕Їд@мq188л╤31~60╕╣,9.32,жэ,,,1060101,дgжa1л╪кл1иожь1,дн╝h,дQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1051004,129.85999999999999,2,1,1,ж│,ж│,17360000,177788,йY╣Dенн▒,44.59,2200000,,RPXOMLNLNHMFFAF78CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧дхд╞╕Їд@мq188л╤31~60╕╣,8.98,жэ,,,1041201,дgжa1л╪кл1иожь0,дC╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1051004,82.62,2,2,1,ж│,ж│,14970000,181191,,0.0,0,,RPOPMLNLNHMFFAF97CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкO╛Ї░╧дхд╞╕Їд@мq188л╤31~60╕╣,16.56,жэ,,,1050601,дgжa1л╪кл1иожь1,дQдT╝h,дQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1051004,191.0,3,2,2,ж│,ж│,31050000,195683,йY╣Dенн▒,44.59,2400000,,RPPPMLNLNHMFFAF08CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкO╛Ї░╧дхд╞╕Їд@мq188л╤31~60╕╣,10.32,жэ,,,1050901,дgжa1л╪кл1иожь1,дQе|╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1051004,134.41,2,2,1,ж│,ж│,18570000,185593,йY╣Dенн▒,44.59,1900000,,RPQPMLNLNHMFFAF18CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧дхд╞╕Їд@мq188л╤31~60╕╣,9.6,жэ,,,1051101,дgжa1л╪кл1иожь0,дQд@╝h,дQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1051004,88.88,2,2,1,ж│,ж│,16860000,189694,,0.0,0,,RPRPMLNLNHMFFAF28CA
дgл░░╧,дgжa,й·╝wмq271~300жa╕╣,40.36,жэ,,,1060501,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5128200,127061,,0.0,0,,RPRNMLNLNHMFFAF08CA
╖s▓°░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖s▓°░╧е┴жwжш╕Ї391~420╕╣,16.76,жэ,,,1060401,дgжa1л╪кл1иожь1,дQ╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0950825,134.88,3,2,2,ж│,ж│,10100000,74881,йY╣D╛ў▒ё,22.69,0,,RPXOMLMLNHMFFBF78CA
╖s▓°░╧,дgжa,┐│д╞мq31~60жa╕╣,304.37,,д@пы╣A╖~░╧,╣Aкке╬жa,1060501,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,22000000,72280,,0.0,0,,RPRNMLNLNHMFFBF18CA
╖s▓°░╧,дgжa,е|║√мq631~660жa╕╣,13.27,ифеL,,,1060501,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2024400,152555,,0.0,0,,RPSQMLNLNHMFFBF58CA
╖s▓°░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖s▓°░╧╖sе_дj╣Dе|мq61~90╕╣,16.05,░╙,,,1060501,дgжa1л╪кл1иожь1,дQдн╝h,дGдQдC╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050323,155.16,2,2,1,ж│,ж│,19920000,152097,йY╣Dенн▒,39.97,2400000,,RPTNMLNLNHMFFBF38CA
кO╛Ї░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкO╛Ї░╧нл╝y╕Ї245л╤61~90╕╣,18.86,жэ,,,1051201,дgжa1л╪кл1иожь1,дQдG╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0991122,138.33,4,2,2,ж│,ж│,22090000,159691,йY╣D╛ў▒ё,3.57,0,,RPVNMLLLOHMFFAF38CA
╖s▓°░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖s▓°░╧┬∙╗ё╕Ї77л╤1~30╕╣,11.68,жэ,,,1060401,дgжa1л╪кл1иожь0,дE╝h,дGдQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050914,92.74000000000001,2,1,1,ж│,ж│,10330000,111387,,0.0,0,,RPVOMLPLNHMFFBF88CA
╖s▓°░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖s▓°░╧┬∙╗ё╕Ї77л╤1~30╕╣,27.34,жэ,,,1031201,дgжa1л╪кл1иожь2,дQдT╝h,дGдQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050914,278.96000000000004,4,2,2,ж│,ж│,27890000,122818,йY╣Dенн▒,79.56,3400000,,RPWOMLPLNHMFFBF98CA
╖s▓°░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖s▓°░╧┬∙╗ё╕Ї77л╤1~30╕╣,11.19,жэ,,,1040701,дgжa1л╪кл1иожь0,дн╝h,дGдQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050914,91.67,2,1,1,ж│,ж│,10080000,109960,,0.0,0,,RPXOMLPLNHMFFBF09CA
╖s▓°░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖s▓°░╧┬∙╗ё╕Ї77л╤1~30╕╣,16.76,жэ,,,1021101,дgжa1л╪кл1иожь2,дQд@╝h,дGдQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050914,170.48000000000002,3,2,2,ж│,ж│,17500000,120122,йY╣D╛ў▒ё,39.78,1800000,,RPOPMLPLNHMFFBF28CA
кLдf░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкLдf░╧дде_д@╡є61~90╕╣,36.92,жэ,,,1060501,дgжa1л╪кл1иожь1,д╗╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1041231,157.61,3,2,2,ж│,╡L,9400000,64620,йY╣Dенн▒,29.94,1150000,,RPORMLOLNHMFFBF38CA
кLдf░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкLдf░╧дде_д@╡є61~90╕╣,36.92,жэ,,,1060501,дgжa1л╪кл1иожь1,дE╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1041231,157.61,3,2,2,ж│,╡L,10150000,67361,йY╣Dенн▒,29.94,1550000,,RPQRMLOLNHMFFBF58CA
кLдf░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкLдf░╧дде_д@╡є91~120╕╣,46.8,жэ,,,1060501,дgжa1л╪кл1иожь1,дC╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1041231,188.11,4,2,2,ж│,╡L,12700000,70178,йY╣Dенн▒,29.94,1600000,,RPSRMLOLNHMFFBF78CA
кLдf░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкLдf░╧лn╢╒╡є211~240╕╣,31.57,жэ,,,1060401,дgжa1л╪кл1иожь1,дE╝h,дE╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0971111,136.64,2,2,1,ж│,ж│,8200000,60012,йY╣Dенн▒,35.08,0,,RPUOMLOLNHMFFBF68CA
кLдf░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкLдf░╧дхд╞д@╕Їд@мq91~120╕╣,42.41,жэ,,,1030201,дgжa1л╪кл1иожь2,дQдG╝h,дGдQ╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1051228,223.75,3,2,2,ж│,ж│,19400000,86704,йY╣Dенн▒,68.16,0,1.╖sл╪й╨л╬й|е╝жие▀║▐▓z▓╒дз2.е╗о╫лY╣w░тл╬╢R╜ц,RPORMLQLNHMFFBF58CA
╖s▓°░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖s▓°░╧┬∙╗ё╕Ї77л╤1~30╕╣,21.13,жэ,,,1060401,дgжa1л╪кл1иожь1,дQд╗╝h,дGдQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050704,208.8,4,2,2,ж│,ж│,22850000,120956,йY╣Dенн▒,36.01,1950000,,RPQQMLQLNHMFFBF68CA
╖s▓°░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖s▓°░╧дден╕Ї377л╤17з╦31~60╕╣,17.47,жэ,,,1060401,дgжa1л╪кл1иожь0,дT╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0960706,126.8,3,2,2,ж│,ж│,14500000,114353,,0.0,0,,RPQQMLLJOHMFFBF08CA
╖s▓°░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖s▓°░╧ддйM╡є30л╤1~30╕╣,15.42,жэ,,,1060401,дgжa1л╪кл1иожь0,д@╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0721026,67.47,0,0,0,╡L,╡L,10100000,149696,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPRQMLLJOHMFFBF18CA
╖s▓°░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖s▓°░╧дд┤ф╕Їднжu╖sз°21л╤1~30╕╣,53.03,жэ,,,1060301,дgжa2л╪кл1иожь0,д@╝hбAенеx,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0690523,114.44,3,2,2,ж│,╡L,15000000,131073,,0.0,0,,RPVNMLPJOHMFFBF68CA
днк╤░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елднк╤░╧╜┤╡▄╕Ї2л╤1~30╕╣,17.54,жэ,,,1060501,дgжa1л╪кл1иожь1,е|╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0831018,148.69,3,2,2,ж│,ж│,8150000,54812,йY╣Dенн▒,0.0,0,,RPXTMLPJOHMFFBF86CA
╖s▓°░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖s▓°░╧╖sої╕Ї1~30╕╣,15.1,жэ,,,1020801,дgжa1л╪кл1иожь1,дE╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060207,139.85,2,2,2,ж│,╡L,20000000,156830,ифеL,18.7,1000000,е╗о╫м░╣w░тжXм∙╗∙оцбC,RPOUMLTJOHMFFBF09CA
днк╤░╧,й╨жa(дgжa+л╪кл),╖sе_елднк╤░╧╡nкL╕Ї╢T░╙л╤6з╦1~30╕╣,28.48,жэ,,,1060401,дgжa2л╪кл3иожь0,дQдG╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),░ъе┴жэжv,┐√╡м▓V╛одg│y,0910731,166.74,3,2,2,ж│,╡L,8600000,51577,,0.0,0,,RPQSMLTJOHMFFBF09CA
╖s▓°░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖s▓°░╧дднь╕Ї331~360╕╣,18.58,жэ,,,1060301,дgжa1л╪кл1иожь1,д@╝h,дE╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0910823,132.42000000000002,2,1,2,ж│,ж│,15000000,113276,йY╣D╛ў▒ё,0.0,0,,RPTUMLOKOHMFFBF56CA
днк╤░╧,й╨жa(дgжa+л╪кл),╖sе_елднк╤░╧дЇ╕P╕Ї16л╤31~60╕╣,7.55,ифеL,,,1060401,дgжa1л╪кл1иожь0,е|╝h,дE╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860129,54.34,0,0,0,╡L,ж│,3600000,66250,,0.0,0,,RPRNNLOKOHMFFBF38CA
кLдf░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елкLдf░╧дде_дT╡є181~210╕╣,27.6,жэ,,,1030301,дgжa1л╪кл1иожь1,дC╝h,дQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050817,131.36,2,2,1,ж│,ж│,9700000,84101,йY╣Dенн▒,31.48,1300000,,RPRSMLQKOHMFFBF98CA
╖s▓°░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖s▓°░╧дK╝w╡є31~60╕╣,18.71,жэ,,,1060301,дgжa1л╪кл1иожь0,дC╝h,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0811231,113.4,3,2,2,ж│,╡L,9300000,82011,,0.0,0,,RPQQMLPKOHMFFBF58CA
╖s▓°░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖s▓°░╧е┴жwжш╕Ї75л╤1~30╕╣,20.3,жэ,,,1060401,дgжa1л╪кл1иожь0,дG╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0720330,71.13,3,2,1,ж│,╡L,6000000,84353,,0.0,0,,RPWNNLPKOHMFFBF98CA
